dizzying,Interoceptive,3.55
do,Interoceptive,2.478
dock,Visual,4.15
dockhand,Visual,4.056
docking,Visual,3.632
dockside,Visual,3.625
doctor,Visual,4
docudrama,Visual,4.062
document,Visual,4.15
documentary,Visual,4.526
documentation,Visual,4
doe,Visual,3.615
dog,Visual,4.588
dog collar,Visual,4.412
dog days,Interoceptive,3.263
dog food,Visual,4.176
dog show,Visual,4
dogface,Visual,3.625
dogfood,Visual,4.111
doggishly,Visual,3.692
doggone,Auditory,2.571
doggy,Visual,4.095
doghouse,Visual,4.474
dogma,Auditory,2.412
dogmatic,Auditory,3.077
dogmatism,Auditory,3.385
dogmatist,Visual,4
dogs,Visual,4.444
dogsled,Visual,3.632
dogwood,Visual,4.125
doily,Visual,4.091
dojo,Visual,4
doll,Visual,4.118
dollar,Visual,4
dollar sign,Visual,4.444
dollhouse,Visual,3.647
dolphin,Visual,4.225
dolt,Auditory,3.154
dome,Visual,3.842
domelike,Visual,4.412
domino,Visual,4.167
dominoes,Visual,3.75
donkey,Visual,4.5
donut,Gustatory,4.55
doodad,Visual,3.667
doodle,Visual,3.824
doodler,Visual,3.688
doohickey,Visual,4.067
doomed,Interoceptive,2.875
doomful,Interoceptive,2.235
doomsayer,Auditory,3.429
door,Visual,4.647
doorbell,Auditory,4.706
doorframe,Visual,4.722
doorhandle,Haptic,4.333
doorjamb,Visual,3.812
doorkeeper,Visual,3.867
doorknob,Visual,4.562
doorknocker,Auditory,3.611
doorplate,Visual,3.833
doorpost,Visual,4.333
doorstep,Visual,4.15
doorway,Visual,4.211
dopamine,Interoceptive,3.812
doppelganger,Visual,4.118
dork,Auditory,2.65
dorm room,Visual,3.611
dormitory,Visual,3.625
dosage,Visual,3.9
dossier,Visual,3.909
dot,Visual,4.235
dotted,Visual,4.278
dotted line,Visual,3.9
double,Visual,4.111
double bass,Auditory,3.947
double bed,Visual,4.333
double chin,Visual,4
double door,Visual,4.053
double entendre,Auditory,3.235
double standard,Auditory,3
double take,Visual,4.529
doubleclick,Haptic,3.812
doubleheader,Visual,3.667
doublespeak,Auditory,3.429
doubt,Interoceptive,3.85
doubtable,Interoceptive,2.9
doubter,Auditory,2.938
doubtful,Interoceptive,2.684
doubtfully,Interoceptive,2.056
doubtfulness,Interoceptive,2.571
doubting,Interoceptive,2.9
doubtingly,Interoceptive,2.118
doubtlessly,Interoceptive,2.111
doubtlessness,Auditory,2.167
dough,Haptic,4.059
doughnut,Gustatory,4.632
doughy,Haptic,3.588
dove,Visual,3.85
dowel,Visual,4.357
downbeat,Auditory,2.444
downdraft,Haptic,2.688
downer,Interoceptive,2.471
downfield,Visual,3.75
downhearted,Interoceptive,3.316
downheartedly,Interoceptive,3.588
downheartedness,Interoceptive,4.312
downhill,Visual,4
downplay,Auditory,2.632
downpour,Visual,4.167
downsize,Visual,3.706
downstairs,Visual,4.105
downstream,Visual,3.9
downtime,Interoceptive,2
downtown,Visual,4.312
downtrodden,Interoceptive,3.071
downwind,Olfactory,1.842
dozen,Visual,3.97
dozily,Interoceptive,2.071
drably,Visual,3.75
draftiness,Haptic,3.118
drafting,Visual,3.812
draftsman,Visual,3.867
drafty,Haptic,3.1
drag,Visual,3.833
drag queen,Visual,4.062
dragging,Visual,3.941
dragonfly,Visual,4.444
drainage ditch,Visual,4.059
dramatic,Visual,4
dramatically,Auditory,3.211
dramatics,Visual,3.765
dramatization,Visual,3.706
dramatize,Auditory,2.294
drank,Gustatory,3.643
drape,Visual,3.762
drapery,Visual,4.133
drastically,Auditory,2.4
draw,Visual,4.062
drawer,Visual,3.647
drawers,Visual,3.824
drawing,Visual,4.684
drawing board,Visual,4.368
drawl,Auditory,4
dread,Interoceptive,4.353
dreaded,Interoceptive,3.8
dreadful,Interoceptive,3.111
dreadfully,Interoceptive,2.438
dreadfulness,Interoceptive,3.556
dreadlock,Visual,4.158
dream,Interoceptive,3.941
dream up,Interoceptive,2
dreamboat,Visual,3.833
dreamer,Interoceptive,3.05
dreamful,Interoceptive,3.067
dreamily,Interoceptive,3.167
dreaminess,Interoceptive,1.882
dreamingly,Interoceptive,1.929
dreamland,Interoceptive,2.375
dreamless,Interoceptive,2.688
dreamlessly,Interoceptive,2.933
dreamlessness,Interoceptive,3.133
dreamt,Interoceptive,2.786
dreamtime,Interoceptive,3.111
dreamworld,Interoceptive,2.154
dreamy,Interoceptive,2.211
dreariness,Interoceptive,3.062
dreidel,Visual,4.333
drench,Visual,4.529
drenching,Haptic,3.812
dress,Visual,4.353
dress code,Visual,3.941
dress rehearsal,Visual,4.55
dress shop,Visual,4.467
dress up,Visual,3.778
dressed,Visual,4.294
dresser,Visual,4.158
dressiness,Visual,4.062
dressing,Visual,3.625
dressing room,Visual,3.824
dressmaking,Visual,3.667
dressy,Visual,4.5
dried,Visual,3.714
dried fruit,Gustatory,4.278
dried up,Visual,4.053
drift off,Interoceptive,3.3
drill,Visual,4
drilling,Visual,3.75
drink,Gustatory,4.727
drinkability,Gustatory,3.562
drinkable,Gustatory,3.848
drinking,Gustatory,4.765
drinking glass,Visual,4.4
drinking water,Gustatory,4.316
drip,Auditory,4.438
dripper,Auditory,3.133
dripping,Visual,3.667
drive,Visual,4.111
drivel,Auditory,2.8
driven,Interoceptive,2.765
driver,Visual,4.211
driverless,Visual,4.062
driveshaft,Visual,4.188
driveway,Visual,4.444
driving,Visual,4.423
driving school,Visual,3.647
drizzle,Visual,4.176
drollness,Auditory,2.818
droningly,Auditory,4.25
droop,Visual,3.952
drooping,Visual,4
droopingly,Visual,4.2
drop,Visual,3.765
drop-down menu,Visual,4.438
dropkick,Visual,3.737
droplet,Visual,4.188
dropping,Visual,4.111
droppings,Visual,4.176
drowsily,Interoceptive,3.278
drowsiness,Interoceptive,4
drowsy,Interoceptive,4.75
drudgingly,Interoceptive,1.692
drug,Interoceptive,3.067
druggie,Visual,3.9
drugstore,Visual,3.762
drum,Auditory,4.6
drum kit,Auditory,4.312
drum roll,Auditory,4.4
drumbeat,Auditory,4.6
drumhead,Visual,3.684
drummer,Auditory,4.056
drumming,Auditory,4.632
drums,Auditory,4.842
drumstick,Visual,3.684
drunk,Interoceptive,4
drunkenly,Visual,3.6
drunkenness,Interoceptive,3.348
dry,Haptic,3.9
dry cleaners,Visual,4.235
dry cleaning,Visual,3.722
dry mouth,Interoceptive,3.294
dryer,Visual,4.059
drying,Haptic,3.333
dryly,Haptic,3
dryness,Haptic,3.706
drywall,Visual,4.167
dually,Visual,3.643
dub,Auditory,3.56
dubbed,Auditory,3.235
dubbing,Auditory,3.588
duck,Visual,4.421
duckling,Visual,4
ducktail,Visual,3.875
duct tape,Visual,3.778
ductwork,Visual,3.615
duet,Auditory,4.684
duffel bag,Visual,3.947
duh,Auditory,3.2
dumbfound,Auditory,2.314
dumbly,Auditory,2.722
dumbness,Auditory,3.944
dumfound,Interoceptive,2.188
dumpling,Gustatory,3.737
dumpster,Visual,4.562
dumpy,Visual,3.765
dung,Visual,4.706
dunghill,Olfactory,4.2
dunk,Visual,4.067
duplex,Visual,3.812
duplicate,Visual,3.75
duplication,Visual,3.647
duplicator,Visual,3.933
durability,Visual,3.9
durableness,Visual,3.632
duration,Interoceptive,1.632
duress,Interoceptive,2.529
dusk,Visual,4.684
duskily,Visual,3.75
duskiness,Visual,4.067
dust,Visual,4.062
dust cloud,Visual,4.294
dustbin,Visual,3.703
dustiness,Visual,4.2
dustless,Visual,3.667
dustpan,Visual,4.188
dusty,Visual,4.053
dutch oven,Visual,4.059
duty,Interoceptive,2.412
duvet,Visual,4.118
dwarf,Visual,3.789
dwarfish,Visual,3.625
dwarfishness,Visual,3.812
dwarfism,Visual,3.882
dwell,Interoceptive,1.7
dwelling,Visual,3.632
dwindle,Visual,3.824
dye,Visual,4.667
dyeing,Visual,3.684
dying,Visual,3.706
dyke,Visual,3.6
dysentery,Interoceptive,2.667
eager,Interoceptive,3.167
eagerly,Interoceptive,2.737
eagle,Visual,4.136
ear,Visual,3.833
ear canal,Auditory,3.8
ear lobe,Visual,3.667
earache,Interoceptive,4.556
eardrum,Auditory,2.941
earful,Auditory,4.667
earlike,Visual,3.688
earlobe,Visual,4
earmuff,Visual,3.625
earnest,Auditory,2.278
earnestness,Auditory,2.842
earnings,Visual,3.667
earplug,Haptic,2.88
earplugs,Haptic,2.737
earring,Visual,4.409
earshot,Auditory,3
earsplitting,Auditory,4.333
earth,Visual,4.333
earthliness,Visual,3.846
earthmover,Visual,4
earthquake,Interoceptive,2.944
earthworm,Visual,3.667
earthy,Visual,3.733
ease,Interoceptive,2
easeful,Interoceptive,2.067
easefully,Interoceptive,1.692
easel,Visual,3.632
easing,Haptic,1.9
eastbound,Visual,3.647
eastcoast,Visual,4
easter egg,Visual,4.333
easterner,Visual,3.938
easy,Interoceptive,2.133
eat,Gustatory,4.526
eat out,Gustatory,3.429
eatable,Gustatory,4.667
eaten,Gustatory,3.737
eater,Gustatory,3.564
eatery,Visual,3.625
eating,Gustatory,4.75
eats,Gustatory,3.7
eavesdrop,Auditory,3.706
eavesdropper,Auditory,2.294
eavesdropping,Auditory,4.118
ebay,Visual,3.667
ebony,Visual,3.875
ebook,Visual,4.5
ecard,Visual,3.923
echo,Auditory,4.644
echoer,Auditory,3.923
echoless,Auditory,3.45
eclair,Gustatory,4.176
eclipse,Visual,4.455
ecstasy,Interoceptive,4.118
ecstatic,Interoceptive,3.333
ecstatically,Interoceptive,3
eczema,Visual,3.833
edema,Interoceptive,3.455
edge,Visual,4.25
edgeless,Visual,3.867
edgy,Interoceptive,2.875
edibility,Gustatory,4.529
edible,Gustatory,4.5
edibleness,Gustatory,4.118
edibles,Gustatory,4.421
edict,Auditory,2.462
edification,Auditory,2.417
edifice,Visual,4
editing,Visual,3.706
educate,Auditory,3.2
educated,Auditory,2.588
education,Visual,3.889
educational,Auditory,2.706
educationally,Auditory,2.529
educator,Visual,3.842
educatory,Auditory,2.308
eelworm,Visual,4.133
eerie,Interoceptive,3.188
eerily,Interoceptive,2.75
effects,Visual,3.625
effigy,Visual,3.643
effortful,Visual,3.75
effortless,Interoceptive,2.7
egg,Gustatory,4.062
egg roll,Gustatory,4.474
egg white,Gustatory,4.125
eggbeater,Visual,3.833
eggnog,Gustatory,4.389
eggplant,Visual,4
eggroll,Gustatory,4.167
eggshell,Visual,4.118
ego,Interoceptive,2.706
egocentric,Auditory,2.7
egocentricity,Auditory,2.364
egoistic,Auditory,2.933
egoistically,Auditory,3.133
egomaniac,Auditory,3
egotism,Interoceptive,2.45
egotist,Auditory,2.4
eh,Auditory,2.667
ejaculate,Interoceptive,3.529
ejaculation,Visual,3.933
ejaculator,Visual,3.733
ejaculatory,Interoceptive,3.892
eject,Visual,3.773
elaborate,Auditory,2.941
elaboration,Auditory,3.389
elaborative,Auditory,3.429
elaborator,Auditory,3.667
elastic,Visual,3.889
elastic band,Haptic,4.1
elasticity,Haptic,3.176
elate,Interoceptive,3
elated,Interoceptive,2.938
elatedly,Interoceptive,3.667
elatedness,Interoceptive,3.312
elation,Interoceptive,3.235
elbow,Haptic,3.857
elbowed,Haptic,3.556
elbowroom,Haptic,2.7
elder,Visual,3.9
elderly,Visual,4
election,Auditory,3.421
electric,Haptic,1.875
electric chair,Visual,4.111
electric charge,Haptic,2.971
electric current,Haptic,3.55
electric razor,Visual,4.105
electric shock,Haptic,4.05
electrical shock,Haptic,4.4
electrician,Visual,4.211
electrics,Visual,3.929
electrocardiograph,Visual,3.75
electroluminescent,Visual,3.786
electrolyte,Gustatory,1.467
electromagnet,Visual,3.765
electronic device,Visual,4.6
electronics,Visual,4.471
electroplate,Visual,3.917
electroshock,Interoceptive,3.5
electrostatic,Haptic,3
electrostatics,Haptic,2.727
electrotherapeutic,Interoceptive,3.385
electrotherapy,Interoceptive,2.912
elegance,Visual,4.333
elegancy,Visual,4.571
elegant,Visual,3.938
element,Visual,3.688
elephant,Visual,4.35
elevate,Visual,4
elevator,Visual,3.889
elevator shaft,Visual,4.263
elicit,Auditory,2.722
eliminate,Visual,3.647
elixir,Gustatory,3.211
elk,Visual,4.048
elliptic,Visual,3.636
elliptical,Visual,3.929
eloquence,Auditory,3.733
eloquent,Auditory,3.105
emaciate,Visual,3.933
email,Visual,4.353
emancipationist,Auditory,2.286
emasculated,Interoceptive,2.733
emasculation,Interoceptive,2.333
embalmment,Visual,3.667
embarrassed,Interoceptive,3.556
embarrassedly,Interoceptive,2.611
embarrassing,Interoceptive,3.344
embarrassingly,Interoceptive,3.75
embarrassment,Interoceptive,4.294
embellisher,Auditory,3.588
ember,Visual,3.706
embitter,Interoceptive,2.231
emblem,Visual,4.6
embody,Interoceptive,2
embossing,Visual,4.6
embrace,Haptic,3.611
embraceable,Haptic,3.667
embracing,Haptic,3.056
embroider,Visual,3.829
embroidery,Visual,4.316
emcee,Auditory,3.267
emerald,Visual,3.914
emergence,Visual,3.867
emergency,Visual,4
emergency exit,Visual,4.4
emergency room,Visual,3.938
eminent,Interoceptive,2.429
eminently,Interoceptive,2.538
emission,Olfactory,2.556
emoticon,Visual,4.556
emotion,Interoceptive,4.118
emotional,Interoceptive,3.686
emotionalism,Interoceptive,3.067
emotionalist,Interoceptive,2.077
emotionality,Interoceptive,3.45
emotionalize,Interoceptive,3.55
emotionally,Interoceptive,4.056
emotiveness,Auditory,3.308
empathetic,Interoceptive,3.471
empathic,Interoceptive,3.333
empathically,Interoceptive,2.647
empathize,Interoceptive,3.25
empathy,Interoceptive,3.706
emphases,Auditory,2.562
emphasis,Auditory,3.375
emphasize,Auditory,2.938
emphatically,Auditory,2.176
emphysema,Interoceptive,3.269
employee,Visual,3.818
employer,Visual,3.81
emporium,Visual,3.667
empower,Auditory,2.118
empowerment,Interoceptive,2.824
emptily,Visual,3.625
empty,Visual,4.059
emu,Visual,3.765
emulator,Visual,3.933
emulsify,Visual,3.615
enactment,Visual,3.595
enamor,Interoceptive,3.3
enamored,Interoceptive,3.429
encapsulation,Visual,3.75
encase,Visual,4.133
encasement,Visual,3.8
enchantress,Visual,3.706
enchilada,Gustatory,4.474
encirclement,Visual,3.75
enclosure,Visual,3.667
encore,Auditory,3.706
encounter,Visual,3.941
encourage,Auditory,2.9
encouragement,Auditory,3.053
encourager,Auditory,3.368
encouraging,Auditory,3.368
encouragingly,Auditory,2.4
encumber,Interoceptive,1.714
encumbrance,Interoceptive,3.1
encyclopedia,Visual,4.15
end product,Visual,4.062
endear,Interoceptive,2.765
endeared,Interoceptive,2.469
endearing,Interoceptive,2.471
endearingly,Auditory,2.765
endlessness,Interoceptive,1.971
endocrine,Interoceptive,1.692
endorphin,Interoceptive,4.333
endorse,Auditory,3.4
endorsed,Auditory,2.194
endurable,Interoceptive,1.737
endure,Interoceptive,3.684
enduringness,Interoceptive,2.562
enema,Interoceptive,2.438
enemy,Visual,3.75
energetic,Interoceptive,4.444
energetically,Interoceptive,3.5
energize,Interoceptive,3.778
energy,Interoceptive,4.25
engagement ring,Visual,4.176
engine,Auditory,4
engrave,Visual,3.619
engraved,Visual,3.812
engraver,Visual,3.625
engraving,Visual,3.947
engrossing,Interoceptive,2.594
enigmatically,Auditory,2.308
enjoy,Interoceptive,3.611
enjoyable,Interoceptive,3.789
enjoyableness,Interoceptive,3.688
enjoyer,Interoceptive,3.15
enjoying,Interoceptive,3.375
enjoyment,Interoceptive,4.409
enlarge,Visual,3.6
enlarged,Visual,4.35
enlarging,Visual,4.056
enlighten,Auditory,2.941
enlightened,Interoceptive,2.944
enlightening,Interoceptive,2.529
enlightenment,Interoceptive,3.263
enormous,Visual,4.75
enormously,Visual,3.619
enormousness,Visual,4.375
enquire,Auditory,3
enquirer,Auditory,2.588
enquiry,Auditory,4
enrage,Auditory,3.889
enraged,Interoceptive,3.625
enragement,Interoceptive,3.375
enrapture,Interoceptive,2.4
enraptured,Interoceptive,2.353
ensure,Interoceptive,1.529
entangled,Visual,4
enter,Visual,3.722
entering,Visual,3.889
entertain,Auditory,4.143
entertainer,Visual,4.111
entertainment,Visual,4.556
enthrall,Interoceptive,3.062
enthralling,Interoceptive,2.5
enthrallingly,Interoceptive,2.812
enthralment,Interoceptive,3.429
enthusiasm,Interoceptive,3.611
enthusiastic,Interoceptive,3.619
enthusiastically,Interoceptive,3.333
entitle,Interoceptive,1.95
entitlement,Auditory,2.316
entourage,Visual,3.765
entrails,Visual,3.769
entrance,Visual,4.111
entranceway,Visual,4
entree,Gustatory,4.45
entrustment,Interoceptive,1.818
entryway,Visual,3.714
enunciate,Auditory,4
enunciation,Auditory,4.222
enunciator,Auditory,4.077
envelope,Visual,4.579
enviable,Interoceptive,1.8
envied,Interoceptive,2.947
envious,Interoceptive,2.444
enviously,Interoceptive,2.45
enviousness,Interoceptive,3.562
environment,Visual,4.188
envy,Interoceptive,3.684
envying,Interoceptive,2.722
ephedrine,Interoceptive,2.786
epidermal,Haptic,3.389
epidural,Interoceptive,2.438
epilepsy,Visual,4
epinephrine,Interoceptive,2.455
epiphany,Interoceptive,3.25
episode,Visual,3.7
equation,Visual,3.833
equilibrium,Interoceptive,3.467
equivocal,Auditory,2.286
equivocator,Auditory,2.562
erased,Visual,4.111
eraser,Visual,4.211
erasure,Visual,3.8
erect,Visual,4.421
erectile,Visual,3.75
erecting,Visual,3.6
erection,Visual,3.85
erectness,Visual,4.222
ergonomic,Haptic,3.381
ergonomics,Haptic,3.25
erode,Visual,3.611
eroded,Visual,4.316
eroding,Visual,3.938
erogenous,Interoceptive,2.462
erosion,Visual,3.6
erotic,Interoceptive,3.806
erotically,Interoceptive,4.167
eroticism,Interoceptive,3.789
eruption,Visual,3.75
eruptive,Visual,3.938
escalate,Interoceptive,2.941
escalator,Visual,4.333
escapism,Interoceptive,2.706
escargot,Gustatory,3
escort,Visual,3.778
eskimo,Visual,4.2
esophageal,Interoceptive,2.2
esophagi,Interoceptive,2
esophagus,Interoceptive,3.273
esoteric,Auditory,2.333
espresso,Gustatory,4
essay,Visual,3.765
essentiality,Interoceptive,1.667
estate agent,Visual,3.737
estate car,Visual,3.824
esteem,Interoceptive,3.176
estrange,Interoceptive,2.75
estranged,Interoceptive,2.235
estrangement,Interoceptive,2.273
estrogen,Interoceptive,2.875
etching,Visual,3.667
eternal,Interoceptive,2.368
eternalize,Interoceptive,1.842
eternity,Interoceptive,1.947
ethanol,Olfactory,3.526
ether,Olfactory,2.684
ethical,Interoceptive,3
ethicalness,Interoceptive,2.059
ethics,Interoceptive,2.25
ethnicity,Visual,3.778
ethyl,Olfactory,2.182
eulogize,Auditory,3.733
eulogy,Auditory,4
euphemism,Auditory,2.793
euphonic,Auditory,2.125
euphonically,Auditory,2.526
euphoria,Interoceptive,4.316
euphoric,Interoceptive,4.444
eureka,Interoceptive,2.188
euro,Visual,3.625
evacuation,Visual,4.529
evaluate,Visual,3.6
evangelical,Auditory,2.5
evangelicalism,Auditory,2.333
evangelically,Auditory,2.611
evangelism,Auditory,3.824
evangelist,Auditory,3.737
evangelistic,Auditory,3.294
evangelistically,Auditory,2.909
evangelization,Auditory,3
evangelize,Auditory,3.846
evangelizer,Auditory,3.833
evasive,Auditory,2.688
evening,Visual,3.6
evening dress,Visual,3.889
evening gown,Visual,4.412
event,Visual,4
eventful,Visual,3.882
eventuality,Interoceptive,2.111
everglade,Visual,4.312
evergreen,Visual,3.706
everlasting,Interoceptive,2.368
everlastingness,Interoceptive,1.75
evermore,Interoceptive,1.533
everybody,Visual,3.833
everyone,Visual,4.059
everything,Visual,4.057
everywhere,Visual,3.938
evil eye,Visual,4.229
evildoing,Visual,3.667
evoke,Auditory,2.444
evolvement,Visual,3.938
exacerbation,Interoceptive,2.913
exact,Visual,3.75
exaggerate,Auditory,3.667
exaggerated,Auditory,2.737
exaggeratedly,Auditory,3.105
exaggerating,Auditory,3.556
exaggeratingly,Auditory,3.412
exaggeration,Auditory,3.438
exaggerator,Auditory,3.75
exaggeratory,Auditory,3.526
exaltedly,Auditory,2.714
exaltedness,Interoceptive,1.45
exam,Visual,4.235
examinable,Visual,3.645
examination,Visual,3.882
examinee,Visual,3.688
examiner,Visual,3.789
examining,Visual,4.059
exasperate,Interoceptive,2.471
exasperated,Interoceptive,2.5
exasperatedly,Auditory,2.917
exasperating,Interoceptive,3.125
exasperatingly,Auditory,2.286
exasperation,Interoceptive,3.643
excavation,Visual,4
excentricity,Visual,4.133
exceptionalness,Interoceptive,2.312
exchange,Visual,3.944
excitability,Interoceptive,2.118
excitation,Interoceptive,3.875
excite,Interoceptive,3.5
excited,Interoceptive,4.333
excitedly,Interoceptive,2.706
excitement,Interoceptive,4.526
exciting,Interoceptive,3.619
excitingly,Interoceptive,3.286
exclaim,Auditory,4.2
exclaimer,Auditory,3.611
exclaiming,Auditory,4.278
exclamation,Auditory,4.158
exclamation mark,Visual,4.2
exclamatory,Auditory,3.81
excommunicate,Auditory,2.933
excommunication,Auditory,2.444
excrement,Olfactory,3.412
excrete,Visual,4
excruciate,Interoceptive,2.556
excruciating,Interoceptive,4.438
excruciatingly,Interoceptive,4.333
excusatory,Auditory,2.692
excuse,Auditory,2.65
excuser,Auditory,2.25
excusing,Auditory,2.5
executive director,Visual,4.188
exercise,Visual,3.895
exert,Interoceptive,2.882
exertion,Interoceptive,3.143
exfoliate,Haptic,3.771
exfoliating,Haptic,3.235
exfoliation,Haptic,3.895
exhalable,Interoceptive,2.368
exhalation,Interoceptive,4.154
exhale,Interoceptive,3.842
exhaust pipe,Visual,4.176
exhausted,Interoceptive,4.895
exhaustedly,Interoceptive,4.235
exhaustibility,Interoceptive,3.65
exhaustible,Interoceptive,3.312
exhausting,Interoceptive,3.842
exhaustingly,Interoceptive,3.211
exhaustion,Interoceptive,4.067
exhaustive,Interoceptive,3.6
exhaustively,Interoceptive,2.556
exhaustiveness,Interoceptive,3
exhaustlessness,Interoceptive,2.25
exhibit,Visual,4.062
exhibition,Visual,4.312
exhibition hall,Visual,4.206
exhibitioner,Visual,4.294
exhibitionist,Visual,4.114
exhibitor,Visual,3.625
exhibitory,Visual,3.786
exhilarant,Interoceptive,2.875
exhilarate,Interoceptive,3.353
exhilarated,Interoceptive,4.579
exhilarating,Interoceptive,4.556
exhilaratingly,Interoceptive,3.333
exhilaration,Interoceptive,3.811
exhilarative,Interoceptive,3.316
exhilarator,Interoceptive,1.615
exhortation,Auditory,2.538
existence,Visual,3.833
existential,Interoceptive,2.25
existentialistic,Interoceptive,2.8
existentially,Interoceptive,2.176
exonerate,Auditory,2.733
exoskeleton,Visual,3.8
exothermal,Haptic,2.417
expand,Visual,3.909
expanding,Visual,4.533
expanse,Visual,4
expansibility,Visual,4.125
expansion,Visual,3.895
expansive,Visual,3.842
expansiveness,Visual,3.812
expect,Interoceptive,2.722
expectable,Interoceptive,2
expectancy,Interoceptive,2.588
expectantly,Interoceptive,1.5
expectation,Interoceptive,2.579
expensive,Visual,3.778
expert,Auditory,2.286
expertness,Auditory,2.562
explain,Auditory,4.222
explainable,Auditory,2.765
explainer,Auditory,3.526
explaining,Auditory,4.158
explanation,Auditory,4.5
explanative,Auditory,2.923
explanatively,Auditory,3.071
explanatory,Auditory,3.375
expletive,Auditory,3.938
explicable,Auditory,2.548
explicative,Auditory,3.938
explicatory,Auditory,3.692
explicitly,Auditory,2.895
explode,Visual,4.789
exploration,Visual,4.15
explore,Visual,4.625
exploring,Visual,3.889
explosion,Auditory,4
explosively,Auditory,3.842
explosiveness,Visual,3.765
exposed,Visual,3.765
expository,Auditory,2.455
expressed,Auditory,3.222
expresser,Auditory,3.385
expressible,Auditory,2.8
expression,Visual,3.895
expressionism,Visual,3.667
expressionist,Visual,4.267
expressionlessly,Visual,3.647
expressive,Visual,3.7
expressively,Visual,3.65
expressiveness,Visual,3.824
expressivity,Auditory,2.444
expressway,Visual,4.056
exquisite,Visual,3.833
extendable,Visual,4.312
exterior,Visual,4.933
externalize,Interoceptive,2.235
externals,Visual,3.75
extinguishable,Visual,3.625
extort,Auditory,2.688
extortion,Auditory,2.3
extraction,Visual,3.625
extracurricular,Visual,3.643
extraneous,Interoceptive,2
extraneously,Interoceptive,1.6
extrasensory,Interoceptive,2.571
extravagance,Visual,3.667
extravagant,Visual,3.737
extravagantly,Visual,3.688
extravaganza,Visual,3.773
extremely,Interoceptive,2.75
extruding,Visual,3.606
exuberance,Interoceptive,2.769
exuberant,Interoceptive,2.769
exuberantly,Interoceptive,2.706
eye,Visual,4.611
eye contact,Visual,4.889
eye drops,Visual,4.421
eye opener,Visual,3.857
eye socket,Visual,4.118
eye strain,Interoceptive,3.688
eyeball,Visual,4.579
eyeblink,Visual,3.812
eyebrow,Visual,3.952
eyed,Visual,4.375
eyedrop,Visual,3.737
eyedropper,Visual,3.875
eyeful,Visual,4.471
eyeglass,Visual,4.278
eyeglasses,Visual,4.684
eyehole,Visual,3.914
eyelash,Visual,3.875
eyelet,Visual,4.533
eyelid,Visual,4.364
eyeliner,Visual,4
eyepatch,Visual,4
eyepiece,Visual,4.048
eyes,Visual,4.25
eyeshade,Visual,4.65
eyeshadow,Visual,4.35
eyesight,Visual,4.643
eyesore,Visual,4.167
eyestrain,Interoceptive,3.222
eyewear,Visual,4.55
eyewink,Visual,4.158
eyewitness,Visual,4.059
fable,Auditory,3.889
fabled,Auditory,2.722
fabric,Haptic,4.5
fabrication,Auditory,2.562
facade,Visual,4.2
face,Visual,4.95
face lift,Visual,3.824
face mask,Visual,4.5
face up,Visual,3.647
facebook,Visual,4.429
facecloth,Haptic,3.737
faceless,Visual,3.632
facelift,Visual,3.9
faceplate,Visual,3.706
facetious,Auditory,2.118
facetiousness,Auditory,2.917
facially,Visual,4.4
facilities,Visual,3.625
facility,Visual,4.059
facsimile,Visual,3.769
factory,Visual,4.211
factsheet,Visual,4.235
factuality,Auditory,3
faculty,Visual,3.882
fad,Visual,3.733
fade,Visual,3.944
fade away,Visual,3.917
faded,Visual,3.622
fail,Interoceptive,3.05
failure,Interoceptive,2.812
fainthearted,Interoceptive,3.125
faintheartedly,Interoceptive,2.389
faintheartedness,Interoceptive,3.526
fainting,Interoceptive,3.7
faintish,Interoceptive,3.824
faintness,Interoceptive,2.725
fair,Interoceptive,2.444
fair deal,Auditory,2.882
fair weather,Visual,4.316
fairground,Visual,3.667
fairway,Visual,3.882
fairy tale,Auditory,3.765
fairytale,Auditory,3.333
faith,Interoceptive,3.438
faithful,Interoceptive,2.529
faithfulness,Interoceptive,2.944
faithless,Interoceptive,2.2
faithlessly,Auditory,2.824
faithlessness,Interoceptive,2.85
falcon,Visual,4.45
fall,Visual,4.167
fall apart,Visual,4
fall asleep,Interoceptive,3.471
fallacy,Auditory,2.467
fallen,Visual,3.647
falling,Visual,3.611
falling star,Visual,4.167
false,Auditory,3.056
false teeth,Visual,4.125
falsehearted,Interoceptive,2.167
falsehood,Auditory,2.875
falseness,Auditory,2.789
falsetto,Auditory,4.286
falsify,Auditory,2.444
familiarly,Interoceptive,2.353
family,Visual,4.235
family name,Auditory,3.778
family room,Visual,4.2
famish,Interoceptive,3.933
famished,Interoceptive,4.357
famousness,Visual,3.684
fan,Visual,3.81
fan mail,Visual,4.368
fanatic,Visual,3.941
fanatical,Auditory,3.222
fanaticism,Visual,3.7
fancier,Visual,3.647
fanciness,Visual,4.227
fancy dress,Visual,4.421
fancywork,Visual,3.647
fandom,Visual,3.706
fanfare,Auditory,3
fanged,Visual,3.733
fangless,Visual,3.947
fanlight,Visual,4.214
fantasia,Visual,3.833
fantasist,Auditory,2.2
fantasize,Interoceptive,3.471
fantastically,Interoceptive,1.938
far,Visual,3.75
far cry,Auditory,2.647
faraway,Visual,4.25
farewell,Auditory,3.059
farfetched,Auditory,2.765
farfetchedness,Auditory,2.438
farm,Visual,4
farm worker,Visual,4.235
farmer,Visual,3.842
farmhand,Visual,3.882
